x,y,yaw,s,km,kf
1.0,0.0,0.0,1.0,0.0,0.0
9.975352133559392,0.0482183513545736,0.5660837104214496,10.00000000000002,0.0015736624607596847,0.31729782170754367
15.021899857204536,0.023109001221800096,0.541061424167431,15.128443053611093,0.0006480950273134918,0.20847475849103878
20.062147834064536,0.04066481596481098,0.5374967866814861,20.205553097986094,0.0004528602350441424,0.15502921850050783
24.924468605496358,-0.04047324014767708,0.5146575311501209,25.167754314700353,6.940620839142027e-05,0.12259452810198138
9.971782095506931,1.9821448683146543,0.5206511572266477,10.28747842482375,0.058614309486182355,0.070364949642622
15.001700108723854,2.0003864283110393,0.5236741185892599,15.245993376540833,0.026577304395578927,0.09933479864250733
19.991716537639487,1.9940629519465154,0.5226444441451559,20.27792399703724,0.015108540596275526,0.09478988637993516
24.946447973869596,2.081593019099313,0.530635476568623,25.20115925294013,0.010036251429787844,0.08505936469481978
10.033694822745314,3.9724800521928105,0.5349578864544466,11.08769416836369,0.10279429366023955,-0.12501011715795554
15.010712586144745,4.004677641486818,0.5234972445048003,15.729582155835583,0.050109303985806125,-0.0008557723200040902
19.917579825729906,4.053680042954483,0.5265397234296496,20.524662758437167,0.029584390559990688,0.035276591227371944
24.987690161586265,3.9916999505980724,0.5229000018897176,25.54329777099654,0.01880071581723096,0.047507510981440404
10.018665105170696,6.004814533505446,0.5183921334244994,12.249438857228963,0.13207408248643138,-0.2742892277307483
14.988626131330372,5.991226410357179,0.5248160422552797,16.535938235766977,0.06924423592936534,-0.08634227857486049
20.014420271646646,6.006767110727591,0.5233060851224174,21.232713626326586,0.04140204178791296,-0.01770377839603598
24.99833872466726,5.997352722087854,0.5235621854299404,26.009046544833616,0.027285850882345714,0.011507045054418094
10.040118020822469,8.017131894913105,0.5076867575242243,13.806126178527284,0.1456170017856586,-0.35275384682148475
14.963979148864158,7.97497237553421,0.5303378183744853,17.66733817500406,0.08318912494381933,-0.153726729819448
20.045725182938824,8.0234869456462,0.520183906934355,22.12636429904357,0.05173969669894258,-0.06557547083017677
25.00468746635823,8.00036398460779,0.5234938146870878,26.740089158520917,0.034867425244601624,-0.02199309906456311
10.065138949829214,10.03244363616002,0.49375882493215073,15.70194036025464,0.1484799872732888,-0.3935503723661465
15.053732120311986,10.02640149191214,0.5111826366036252,19.105461052226858,0.0920557673054993,-0.2045880222970431
19.965550451103905,9.977668905006231,0.5278605653376065,23.140821408702994,0.06010674632014171,-0.10340577652521254
